directory,gopr_folder,patch_number,patch_relpath,source_image_relpath,confidence,grabcut_applied
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3168,GOPR3168,12,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3168\Coral12.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3168.JPG,0.6242,False
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3168,GOPR3168,26,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3168\Coral26.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3168.JPG,0.448,True
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3168,GOPR3168,30,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3168\Coral30.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3168.JPG,0.3737,True
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3168,GOPR3168,33,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3168\Coral33.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3168.JPG,0.2749,True
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3168,GOPR3168,40,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3168\Coral40.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3168.JPG,0.2009,False
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3168,GOPR3168,41,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3168\Coral41.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3168.JPG,0.1933,False
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3169,GOPR3169,9,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3169\Coral9.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3169.JPG,0.1653,True
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3171,GOPR3171,7,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3171\Coral7.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3171.JPG,0.218,True
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3171,GOPR3171,8,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3171\Coral8.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3171.JPG,0.2161,True
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3171,GOPR3171,9,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3171\Coral9.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3171.JPG,0.1897,True
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3171,GOPR3171,11,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3171\Coral11.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3171.JPG,0.1744,True
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3172,GOPR3172,7,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3172\Coral7.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3172.JPG,0.3589,True
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3172,GOPR3172,8,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3172\Coral8.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3172.JPG,0.3341,True
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3172,GOPR3172,9,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3172\Coral9.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3172.JPG,0.2804,True
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3172,GOPR3172,10,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3172\Coral10.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3172.JPG,0.1882,True
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3173,GOPR3173,5,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3173\Coral5.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3173.JPG,0.287,False
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3173,GOPR3173,6,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3173\Coral6.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3173.JPG,0.2661,False
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3173,GOPR3173,10,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3173\Coral10.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3173.JPG,0.19,True
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3173,GOPR3173,12,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3173\Coral12.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3173.JPG,0.1789,True
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3173,GOPR3173,13,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3173\Coral13.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3173.JPG,0.1779,True
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3173,GOPR3173,14,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3173\Coral14.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3173.JPG,0.1719,False
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3173,GOPR3173,19,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3173\Coral19.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3173.JPG,0.1582,True
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3174,GOPR3174,1,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3174\Coral1.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3174.JPG,0.3695,True
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3174,GOPR3174,6,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3174\Coral6.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3174.JPG,0.2594,True
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3174,GOPR3174,12,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3174\Coral12.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3174.JPG,0.1567,True
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3175,GOPR3175,6,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3175\Coral6.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3175.JPG,0.1523,False
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3176,GOPR3176,6,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3176\Coral6.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3176.JPG,0.2159,True
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3176,GOPR3176,7,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3176\Coral7.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3176.JPG,0.2005,True
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3177,GOPR3177,13,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3177\Coral13.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3177.JPG,0.2348,True
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3177,GOPR3177,19,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3177\Coral19.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3177.JPG,0.1636,True
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3177,GOPR3177,22,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3177\Coral22.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3177.JPG,0.1514,False
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3178,GOPR3178,9,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3178\Coral9.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3178.JPG,0.3963,True
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3178,GOPR3178,11,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3178\Coral11.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3178.JPG,0.3024,False
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3178,GOPR3178,15,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3178\Coral15.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3178.JPG,0.2584,True
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3178,GOPR3178,16,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3178\Coral16.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3178.JPG,0.2247,False
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3178,GOPR3178,23,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3178\Coral23.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3178.JPG,0.1774,True
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3179,GOPR3179,12,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3179\Coral12.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3179.JPG,0.2276,True
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3179,GOPR3179,15,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3179\Coral15.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3179.JPG,0.1832,True
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3179,GOPR3179,18,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3179\Coral18.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3179.JPG,0.1682,False
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3179,GOPR3179,19,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3179\Coral19.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3179.JPG,0.1631,True
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3180,GOPR3180,5,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3180\Coral5.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3180.JPG,0.3728,False
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3180,GOPR3180,12,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3180\Coral12.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3180.JPG,0.2221,True
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3180,GOPR3180,14,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3180\Coral14.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3180.JPG,0.2011,False
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3181,GOPR3181,10,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3181\Coral10.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3181.JPG,0.3399,False
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3181,GOPR3181,18,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3181\Coral18.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3181.JPG,0.1653,True
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3181,GOPR3181,19,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3181\Coral19.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3181.JPG,0.1534,True
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3182,GOPR3182,11,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3182\Coral11.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3182.JPG,0.2781,True
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3182,GOPR3182,13,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3182\Coral13.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3182.JPG,0.2695,True
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3182,GOPR3182,23,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3182\Coral23.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3182.JPG,0.1705,True
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3182,GOPR3182,25,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3182\Coral25.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3182.JPG,0.1696,True
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3183,GOPR3183,7,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3183\Coral7.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3183.JPG,0.1921,False
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3183,GOPR3183,8,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3183\Coral8.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3183.JPG,0.1869,True
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3184,GOPR3184,7,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3184\Coral7.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3184.JPG,0.252,False
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3184,GOPR3184,8,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3184\Coral8.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3184.JPG,0.2181,True
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3184,GOPR3184,9,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3184\Coral9.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3184.JPG,0.1934,True
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3184,GOPR3184,12,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3184\Coral12.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3184.JPG,0.1809,True
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3184,GOPR3184,13,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3184\Coral13.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3184.JPG,0.1696,True
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3184,GOPR3184,14,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3184\Coral14.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3184.JPG,0.1665,True
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3184,GOPR3184,15,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3184\Coral15.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3184.JPG,0.1601,True
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3185,GOPR3185,3,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3185\Coral3.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3185.JPG,0.2626,False
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3185,GOPR3185,5,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3185\Coral5.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3185.JPG,0.2297,True
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3185,GOPR3185,6,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3185\Coral6.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3185.JPG,0.2212,True
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3185,GOPR3185,9,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3185\Coral9.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3185.JPG,0.1948,True
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3185,GOPR3185,11,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3185\Coral11.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3185.JPG,0.1844,True
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3185,GOPR3185,13,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3185\Coral13.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3185.JPG,0.1626,True
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3186,GOPR3186,6,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3186\Coral6.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3186.JPG,0.5254,False
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3186,GOPR3186,8,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3186\Coral8.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3186.JPG,0.4089,False
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3186,GOPR3186,11,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3186\Coral11.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3186.JPG,0.3214,True
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3186,GOPR3186,18,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3186\Coral18.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3186.JPG,0.181,True
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3186,GOPR3186,23,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3186\Coral23.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3186.JPG,0.1676,False
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3187,GOPR3187,4,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3187\Coral4.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3187.JPG,0.4553,True
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3187,GOPR3187,7,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3187\Coral7.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3187.JPG,0.3457,True
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3187,GOPR3187,8,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3187\Coral8.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3187.JPG,0.3411,True
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3187,GOPR3187,9,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3187\Coral9.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3187.JPG,0.341,False
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3187,GOPR3187,10,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3187\Coral10.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3187.JPG,0.3311,True
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3187,GOPR3187,17,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3187\Coral17.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3187.JPG,0.1881,True
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3187,GOPR3187,18,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3187\Coral18.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3187.JPG,0.1877,True
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3187,GOPR3187,19,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3187\Coral19.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3187.JPG,0.1731,True
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3188,GOPR3188,15,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3188\Coral15.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3188.JPG,0.3631,True
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3188,GOPR3188,29,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3188\Coral29.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3188.JPG,0.1906,False
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3188,GOPR3188,32,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3188\Coral32.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3188.JPG,0.1724,False
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3189,GOPR3189,5,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3189\Coral5.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3189.JPG,0.2416,True
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3189,GOPR3189,7,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3189\Coral7.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3189.JPG,0.2307,False
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3189,GOPR3189,9,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3189\Coral9.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3189.JPG,0.2245,True
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3189,GOPR3189,10,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3189\Coral10.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3189.JPG,0.2031,True
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3189,GOPR3189,19,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3189\Coral19.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3189.JPG,0.1521,False
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3190,GOPR3190,4,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3190\Coral4.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3190.JPG,0.4842,False
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3190,GOPR3190,9,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3190\Coral9.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3190.JPG,0.364,True
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3190,GOPR3190,12,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3190\Coral12.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3190.JPG,0.3141,True
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3190,GOPR3190,16,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3190\Coral16.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3190.JPG,0.2246,True
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3190,GOPR3190,18,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3190\Coral18.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3190.JPG,0.2089,True
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3190,GOPR3190,21,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3190\Coral21.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3190.JPG,0.168,True
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3191,GOPR3191,12,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3191\Coral12.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3191.JPG,0.3535,True
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3191,GOPR3191,16,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3191\Coral16.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3191.JPG,0.2908,True
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3191,GOPR3191,17,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3191\Coral17.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3191.JPG,0.2785,False
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3191,GOPR3191,18,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3191\Coral18.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3191.JPG,0.2711,True
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3191,GOPR3191,21,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3191\Coral21.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3191.JPG,0.2016,True
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3191,GOPR3191,22,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3191\Coral22.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3191.JPG,0.1986,True
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3191,GOPR3191,23,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3191\Coral23.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3191.JPG,0.1933,True
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3191,GOPR3191,24,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3191\Coral24.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3191.JPG,0.189,False
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3191,GOPR3191,25,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3191\Coral25.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3191.JPG,0.1821,True
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3191,GOPR3191,26,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3191\Coral26.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3191.JPG,0.1781,False
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3191,GOPR3191,27,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3191\Coral27.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3191.JPG,0.1713,False
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3191,GOPR3191,28,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3191\Coral28.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3191.JPG,0.1667,True
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3191,GOPR3191,29,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3191\Coral29.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3191.JPG,0.1634,True
Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3191,GOPR3191,30,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3191\Coral30.JPG,Coral Garden\2024_JUL_CG_S\CG-S_T2\GOPR3191.JPG,0.1572,True
